,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
252,flat,sector 92,1.0,4,4,3,Relatively New,2093.0,0,0,0,0,0,0,LOW,Mid Floor
253,flat,sector 110,1.6,2,2,2,Relatively New,73.0,0,0,0,0,0,0,LOW,Low Floor
254,flat,sector 48,1.6,3,3,3+,Old Property,1895.0,0,0,0,0,1,1,LOW,Mid Floor
255,flat,sector 67,3.5,3,4,3,Relatively New,2225.0,0,1,1,0,0,1,HIGH,High Floor
256,flat,sector 82a,1.85,3,3,3,Moderately Old,1677.0,0,0,0,0,1,0,LOW,High Floor
257,flat,sector 56,1.55,3,3,3+,Moderately Old,1810.0,0,1,0,0,0,1,LOW,Mid Floor
258,flat,manesar,0.75,3,2,2,Moderately Old,1502.0,0,0,0,0,0,0,LOW,Mid Floor
259,flat,sector 91,1.75,4,4,3+,Relatively New,2139.0,0,1,0,1,0,0,MODERATE,Mid Floor
260,flat,sector 104,2.78,4,4,3+,Relatively New,2851.0,0,1,0,0,0,0,MODERATE,High Floor
261,flat,sector 65,6.15,3,5,3+,Relatively New,4271.0,0,1,0,0,0,2,LOW,Low Floor
262,house,sector 109,5.65,4,4,3+,New Property,5400.0,0,1,0,0,1,1,LOW,Low Floor
263,flat,sector 85,0.69,2,2,2,Relatively New,1075.0,0,0,0,0,0,0,LOW,Mid Floor
264,flat,sector 85,1.75,3,3,2,Relatively New,1825.0,0,0,0,0,0,0,LOW,High Floor
265,flat,sector 82,0.85,2,2,2,Relatively New,1176.0,0,0,0,0,0,1,LOW,Low Floor
266,flat,sector 84,0.6,2,2,2,Relatively New,1086.0,0,0,0,0,0,0,MODERATE,High Floor
267,flat,sector 102,0.45,2,2,1,Relatively New,568.0,0,0,0,0,0,2,MODERATE,High Floor
268,flat,sector 54,10.0,4,5,3+,Moderately Old,3000.0,0,1,0,0,0,2,HIGH,High Floor
269,flat,sector 89,1.0,2,2,3,New Property,1233.0,1,0,0,0,1,0,MODERATE,Mid Floor
270,house,sector 4,0.92,1,4,3,Moderately Old,603.0,0,0,0,0,1,0,LOW,Mid Floor
271,flat,sector 103,1.1,3,3,3+,New Property,1500.0,0,0,0,0,0,0,MODERATE,Mid Floor
272,flat,sector 56,1.65,3,3,3+,Moderately Old,2131.0,1,0,0,0,0,1,MODERATE,Mid Floor
273,house,sector 26,5.8,5,5,3+,Old Property,1800.0,1,1,1,1,0,0,MODERATE,Low Floor
274,flat,sector 83,1.1,3,3,2,Relatively New,1588.0,1,0,1,1,0,1,HIGH,Mid Floor
275,flat,sohna road,2.6,2,2,2,New Property,4986.0,0,0,0,0,0,0,LOW,Mid Floor
276,flat,sector 85,1.12,2,2,3,Relatively New,1485.0,0,0,0,0,1,0,LOW,Mid Floor
277,flat,sector 74,1.6,2,2,2,New Property,1272.0,0,0,0,0,0,0,LOW,High Floor
278,flat,sector 79,1.34,2,2,3,Relatively New,1423.0,1,0,0,0,0,0,HIGH,Low Floor
279,flat,sector 92,1.6,3,4,3+,Relatively New,1615.0,0,1,0,0,1,1,HIGH,Mid Floor
280,house,sector 109,9.5,7,6,3,Relatively New,3600.0,1,1,0,1,0,0,MODERATE,Mid Floor
281,house,sector 57,6.0,4,5,2,Old Property,2700.0,0,1,0,1,0,1,LOW,Low Floor
282,house,sector 72,3.1,5,5,3+,Relatively New,3653.0,0,0,0,0,0,0,LOW,High Floor
283,house,sector 28,1.45,3,2,1,Relatively New,1800.0,0,0,0,0,0,0,LOW,Low Floor
284,flat,sector 70,5.0,6,7,3+,Relatively New,5333.0,1,1,0,0,0,0,MODERATE,Low Floor
285,flat,sector 67,2.95,3,3,3+,Moderately Old,2236.0,0,1,0,1,0,1,HIGH,High Floor
286,flat,sector 37d,1.4,3,3,3,Relatively New,1711.0,0,0,0,0,0,1,MODERATE,Mid Floor
287,flat,sector 102,1.4,3,3,3,Relatively New,1315.0,0,1,0,0,0,0,MODERATE,Mid Floor
288,flat,sector 104,0.26,1,1,2,Relatively New,301.0,0,0,0,0,0,0,MODERATE,Low Floor
289,flat,sector 61,1.6,2,2,2,New Property,1278.0,1,0,0,0,0,0,MODERATE,Mid Floor
290,flat,sector 89,1.71,3,2,0,New Property,1423.0,0,0,0,0,0,0,LOW,Mid Floor
291,flat,sector 83,1.8,3,4,0,Relatively New,1900.0,0,0,0,0,0,0,MODERATE,Mid Floor
292,flat,sector 85,1.04,2,2,3,New Property,1550.0,0,0,0,0,1,0,MODERATE,High Floor
293,flat,sector 109,1.6,4,1,0,New Property,3008.0,0,0,0,0,0,0,LOW,Low Floor
294,house,sector 3,0.55,1,1,0,Moderately Old,750.0,0,0,0,0,0,0,LOW,Low Floor
295,flat,sector 61,2.0,3,3,3,Moderately Old,1538.0,0,0,0,0,0,1,MODERATE,High Floor
296,flat,sector 2,1.4,3,3,3+,Old Property,1611.0,0,0,0,0,0,2,MODERATE,Mid Floor
297,house,sector 7,3.0,7,7,0,Old Property,2610.0,0,0,0,0,0,0,LOW,Mid Floor
298,flat,sector 60,2.65,3,4,3+,Moderately Old,2037.0,0,1,0,0,0,1,HIGH,Mid Floor
299,house,sector 109,12.0,5,6,3,Relatively New,7000.0,1,1,0,0,0,1,HIGH,Low Floor
300,flat,sector 83,0.98,2,2,3,Relatively New,1300.0,0,0,0,0,0,1,MODERATE,Mid Floor
301,flat,sector 109,1.75,3,4,3+,Relatively New,1797.0,0,1,0,0,0,0,HIGH,Mid Floor
302,flat,sector 69,1.76,4,4,2,Relatively New,1819.0,0,0,0,0,0,0,MODERATE,Mid Floor
303,flat,sector 48,4.25,4,5,3+,Moderately Old,4120.0,1,0,0,0,0,1,MODERATE,High Floor
304,flat,sector 109,2.15,3,4,3,Relatively New,1896.0,0,1,0,0,0,0,MODERATE,Mid Floor
305,flat,sector 108,3.95,3,5,2,New Property,2343.0,0,1,0,0,0,0,MODERATE,High Floor
306,house,sector 12,1.7,1,1,2,Old Property,2000.0,0,0,0,0,0,0,LOW,Low Floor
307,house,sector 25,6.5,3,9,3+,Old Property,1935.0,1,1,1,1,0,1,MODERATE,Mid Floor
308,flat,sector 53,4.8,3,4,3+,New Property,2895.0,0,0,0,0,0,0,MODERATE,High Floor
309,flat,sector 69,1.66,4,4,1,Relatively New,1783.0,0,0,0,1,0,0,MODERATE,High Floor
310,house,sector 17,3.0,4,4,0,Old Property,3000.0,0,0,0,0,0,0,LOW,Low Floor
311,flat,sector 109,1.7,3,3,3,Moderately Old,1550.0,0,0,0,0,0,0,LOW,High Floor
312,flat,sector 83,1.6,3,3,3+,Relatively New,1674.0,1,1,1,1,0,1,HIGH,Mid Floor
313,flat,sector 104,2.65,4,4,3+,Relatively New,2898.0,0,1,0,0,0,0,LOW,High Floor
314,flat,sector 86,1.59,3,3,3,Relatively New,1700.0,0,0,0,0,1,1,HIGH,High Floor
315,house,sector 33,11.5,5,6,3+,Relatively New,4680.0,0,1,0,0,0,0,MODERATE,Mid Floor
316,house,sector 6,0.75,4,4,2,Moderately Old,480.0,0,0,0,0,0,0,LOW,Low Floor
317,house,sector 1,4.75,6,7,0,Moderately Old,4500.0,0,0,0,0,0,0,LOW,Mid Floor
318,flat,sector 81,2.29,3,4,3+,Relatively New,1900.0,0,1,0,0,0,2,MODERATE,High Floor
319,house,sector 2,2.5,4,4,2,Old Property,1557.0,0,0,0,0,0,0,LOW,Mid Floor
320,flat,sohna road,0.85,3,2,2,New Property,1080.0,0,0,0,0,0,0,LOW,Mid Floor
321,flat,sector 65,3.0,3,3,3,Under Construction,1667.0,0,0,0,0,0,0,MODERATE,High Floor
322,flat,sector 95,0.72,3,3,2,Relatively New,1800.0,0,0,0,0,1,0,LOW,Mid Floor
323,flat,sector 33,1.55,3,4,1,Relatively New,1421.0,0,1,0,0,0,0,LOW,Low Floor
324,house,sector 48,7.35,4,5,2,Moderately Old,3222.0,1,1,1,1,0,1,MODERATE,Low Floor
325,flat,sector 85,1.3,2,2,3,Relatively New,1130.0,0,0,0,0,0,0,MODERATE,High Floor
326,flat,sohna road,0.35,2,2,2,Relatively New,556.0,0,0,0,0,0,0,LOW,Mid Floor
327,flat,sector 2,1.51,3,4,3+,Moderately Old,1738.0,0,1,0,0,0,1,MODERATE,Mid Floor
328,flat,sector 68,0.93,2,2,2,New Property,1200.0,0,0,0,0,0,0,LOW,High Floor
329,flat,sector 71,0.6,2,2,1,Relatively New,557.0,0,0,0,1,0,0,MODERATE,Mid Floor
330,flat,sector 85,1.15,2,2,3+,Relatively New,1380.0,0,0,1,0,0,0,HIGH,High Floor
331,flat,sector 92,1.0,4,4,3,New Property,1828.0,0,0,0,0,0,0,LOW,High Floor
332,flat,sector 102,1.7,3,4,3+,Relatively New,1750.0,0,1,0,1,0,1,HIGH,Mid Floor
333,house,sector 21,0.6,3,3,2,Old Property,972.0,0,0,0,0,0,0,LOW,Mid Floor
334,house,sector 3 phase 3 extension,0.7,2,3,1,Relatively New,999.0,0,0,1,1,0,0,LOW,Low Floor
335,house,sector 26,3.25,3,3,3,Old Property,8829.0,1,0,0,0,0,0,MODERATE,Low Floor
336,flat,sector 37c,1.4,3,3,3+,Relatively New,1890.0,0,1,0,0,0,0,MODERATE,Mid Floor
337,flat,sector 107,1.35,3,4,3+,Relatively New,1950.0,0,1,0,0,0,1,MODERATE,Mid Floor
338,flat,sector 68,1.0,2,2,2,New Property,1361.0,0,1,0,0,0,0,MODERATE,High Floor
339,house,sector 8,0.59,2,2,2,Moderately Old,585.0,0,0,0,0,1,0,LOW,Low Floor
340,flat,sector 49,1.98,3,4,3,Moderately Old,1750.75,0,1,0,0,0,1,MODERATE,Mid Floor
341,house,sector 23,5.5,9,9,3+,Moderately Old,4200.0,0,1,0,0,1,1,LOW,Mid Floor
342,flat,sector 107,1.32,3,3,3,Relatively New,1758.0,0,0,0,0,0,0,MODERATE,Mid Floor
343,flat,sector 65,4.7,3,3,3+,Relatively New,2380.0,0,1,0,1,0,1,LOW,Mid Floor
344,flat,sector 50,3.1,3,4,3+,Moderately Old,2450.0,0,1,0,0,0,1,HIGH,Mid Floor
345,flat,sector 56,2.45,4,4,3+,Relatively New,2900.0,0,0,0,0,1,1,MODERATE,Low Floor
346,flat,sector 68,0.84,2,2,2,New Property,1180.0,0,0,0,0,0,0,LOW,Mid Floor
347,flat,sector 49,2.55,3,4,3,Relatively New,2060.0,1,0,0,0,0,1,LOW,Mid Floor
348,house,sector 109,6.2,5,5,2,Relatively New,2430.0,0,1,0,0,0,0,MODERATE,Low Floor
349,flat,sector 108,0.8,3,3,3,Relatively New,1663.0,0,0,0,1,0,0,HIGH,Mid Floor
350,flat,sector 89,1.42,3,3,2,New Property,1581.0,0,0,0,0,0,0,LOW,Mid Floor
351,flat,sector 67,0.8,1,1,0,Relatively New,610.0,0,0,0,0,0,0,LOW,Low Floor
352,flat,sector 69,1.75,3,4,2,Relatively New,2056.0,0,0,0,0,0,1,HIGH,Low Floor
353,flat,sector 103,0.8,2,2,0,Relatively New,1450.0,0,0,0,0,0,0,MODERATE,Mid Floor
354,flat,sector 10a,0.9,2,2,3,New Property,1086.0,0,0,0,0,1,0,MODERATE,Mid Floor
355,flat,sector 107,0.37,2,2,1,Relatively New,496.0,0,0,0,0,0,0,MODERATE,Mid Floor
356,flat,sector 111,2.25,3,3,2,Relatively New,1538.0,0,0,0,0,0,0,MODERATE,High Floor
357,flat,sector 109,1.7,3,3,3+,Relatively New,2303.0,0,1,0,0,0,0,HIGH,Mid Floor
358,flat,sector 37c,1.05,3,3,3,New Property,1500.0,0,0,0,0,0,1,LOW,Mid Floor
359,flat,sector 104,1.35,4,5,3+,Relatively New,2991.0,1,1,1,1,0,0,MODERATE,Low Floor
360,flat,sector 33,1.55,3,3,3+,New Property,1444.0,0,0,0,0,0,1,LOW,Mid Floor
361,house,sector 26,5.8,4,3,2,Relatively New,1800.0,0,0,1,0,0,0,LOW,Low Floor
362,flat,sector 89,1.1,3,2,3,New Property,1550.0,0,0,0,0,0,0,LOW,Mid Floor
363,flat,sector 112,6.5,4,5,3,Relatively New,4800.0,0,0,0,0,0,0,MODERATE,High Floor
364,flat,sector 77,1.2,3,3,3,Relatively New,1822.0,0,0,0,0,0,0,LOW,High Floor
365,flat,sector 37c,0.85,2,3,3,Relatively New,1442.0,1,0,0,0,0,0,LOW,Mid Floor
366,house,sector 12,1.5,5,5,2,Old Property,1350.0,0,0,0,0,0,0,LOW,Mid Floor
367,house,sector 43,5.25,4,4,2,Old Property,1935.0,1,1,0,0,0,1,MODERATE,Low Floor
368,house,sector 22,4.75,7,5,3+,Old Property,2367.0,0,0,0,1,1,1,LOW,Mid Floor
369,flat,sector 110,0.28,2,1,1,Relatively New,1000.0,0,0,0,0,1,0,LOW,Low Floor
370,flat,sector 77,1.08,3,4,3+,Relatively New,1810.0,1,1,0,0,1,1,HIGH,Mid Floor
371,flat,sector 70a,1.7,4,3,3,Relatively New,2111.0,0,0,0,0,0,1,LOW,Low Floor
372,flat,sector 86,1.5,3,3,1,Relatively New,1719.0,0,0,0,0,1,0,LOW,High Floor
373,flat,sector 49,1.69,3,3,3,Moderately Old,2178.0,0,0,0,1,0,0,MODERATE,Mid Floor
374,flat,sector 70a,1.64,3,3,3+,New Property,1950.0,0,1,0,0,0,0,MODERATE,Mid Floor
375,house,sector 91,3.6,4,4,3,New Property,2430.0,0,0,0,0,0,1,LOW,Low Floor
376,flat,sohna road,0.25,1,1,1,Relatively New,600.0,0,0,0,0,0,0,LOW,High Floor
377,house,sector 41,2.65,3,3,3,New Property,1400.0,0,1,0,0,0,1,LOW,Mid Floor
378,flat,sohna road,0.26,2,2,1,Relatively New,535.0,0,0,0,0,0,0,MODERATE,Mid Floor
379,flat,sector 84,1.01,3,3,2,Relatively New,1475.0,0,0,0,0,0,0,LOW,High Floor
380,flat,sector 66,4.85,4,4,3+,Relatively New,3500.0,1,1,1,1,0,1,HIGH,High Floor
381,flat,sector 109,1.75,3,4,3+,Relatively New,1946.0,0,1,0,0,1,0,MODERATE,Low Floor
382,flat,sector 81,0.48,2,2,1,Relatively New,613.0,0,0,0,0,0,1,MODERATE,Mid Floor
383,house,sector 105,0.5,2,2,0,Moderately Old,100.0,0,0,0,0,0,0,LOW,Low Floor
384,flat,sector 49,1.79,3,3,3,Old Property,1556.0,0,1,0,0,0,0,LOW,Mid Floor
385,flat,sector 61,2.41,3,3,3,New Property,1630.0,0,0,0,0,0,0,MODERATE,Low Floor
386,flat,sector 102,1.42,2,2,3,Relatively New,1368.0,0,0,0,0,0,0,LOW,High Floor
387,flat,sector 79,1.34,3,3,3,Relatively New,1423.0,0,0,0,0,0,0,HIGH,Mid Floor
388,flat,sector 90,1.25,3,3,3,Relatively New,1557.0,0,0,0,0,1,0,MODERATE,High Floor
389,flat,sohna road,0.4,2,2,1,New Property,582.0,0,0,0,0,1,1,LOW,Low Floor
390,flat,sector 109,1.65,3,3,3,Relatively New,1650.0,0,0,1,0,0,1,HIGH,High Floor
391,flat,sector 83,1.4,3,3,2,Relatively New,1570.0,0,0,0,0,0,1,MODERATE,Mid Floor
392,flat,sector 78,0.88,3,4,3,Moderately Old,1668.0,0,1,0,1,0,0,MODERATE,Mid Floor
393,flat,sector 37d,1.1,3,3,3,Relatively New,1990.0,0,0,0,0,0,0,MODERATE,Mid Floor
394,house,sector 48,5.0,7,7,3,Moderately Old,2340.0,0,0,0,0,0,1,LOW,Low Floor
395,flat,sector 103,2.45,4,4,3,Relatively New,2602.0,1,1,1,1,0,0,LOW,High Floor
396,flat,sector 113,2.9,4,4,3+,New Property,2553.0,1,1,0,0,0,0,LOW,High Floor
397,flat,sector 56,2.05,4,4,3+,Relatively New,2500.0,0,0,0,0,1,1,MODERATE,Mid Floor
398,flat,sector 83,0.85,2,2,2,Moderately Old,1100.0,0,0,0,1,0,1,MODERATE,High Floor
399,house,sector 49,4.5,8,8,3,Moderately Old,2880.0,1,1,1,1,0,2,HIGH,Mid Floor
400,flat,sector 81,0.48,2,2,1,Relatively New,547.0,0,0,0,0,0,1,LOW,High Floor
401,flat,sector 81,2.2,3,4,3+,Relatively New,2481.0,0,1,0,0,0,1,HIGH,Mid Floor
402,house,sector 109,5.85,4,5,3+,Relatively New,2214.0,0,1,0,0,0,1,MODERATE,Low Floor
403,flat,sector 104,2.25,3,4,3+,Relatively New,2303.0,0,1,0,0,0,1,HIGH,Mid Floor
404,flat,sector 113,2.87,4,4,3+,Under Construction,2553.0,0,1,0,0,0,0,MODERATE,Mid Floor
405,flat,sector 113,3.05,3,4,3,Relatively New,2150.0,0,1,0,0,0,0,HIGH,Mid Floor
406,flat,sector 70,1.65,3,3,2,Relatively New,2167.0,1,0,0,0,0,0,MODERATE,Mid Floor
407,house,sector 2,5.0,6,4,0,Moderately Old,4000.0,0,0,0,0,0,0,LOW,Mid Floor
408,house,sector 3 phase 3 extension,0.85,1,1,0,Moderately Old,1000.0,0,0,0,0,0,0,LOW,Low Floor
409,flat,sector 28,1.0,1,1,1,Old Property,995.0,1,0,0,1,0,1,MODERATE,Low Floor
410,flat,sector 102,1.95,3,3,3,New Property,1465.0,0,0,1,0,0,0,MODERATE,High Floor
411,flat,sector 37c,1.4,4,5,3,Relatively New,2343.0,1,1,0,1,1,0,LOW,Mid Floor
412,flat,sector 61,2.0,3,3,2,New Property,1721.0,0,0,0,0,1,0,MODERATE,Mid Floor
413,flat,sector 72,5.25,4,4,3+,New Property,3000.0,0,1,0,0,0,1,HIGH,High Floor
414,house,sector 47,5.15,3,9,3+,Relatively New,1935.0,0,0,1,0,0,1,MODERATE,Mid Floor
415,house,sector 37d,2.5,5,5,3+,Relatively New,1900.0,0,0,0,0,0,0,LOW,Low Floor
416,flat,sector 78,0.8,3,2,2,Moderately Old,1472.0,0,0,0,1,0,0,MODERATE,Mid Floor
417,flat,sector 102,0.95,2,2,2,Relatively New,915.0,0,0,0,0,0,0,LOW,High Floor
418,flat,sector 90,1.23,3,3,2,Relatively New,1578.0,0,0,0,0,1,0,LOW,High Floor
419,flat,sohna road,0.75,3,2,3+,New Property,1201.0,0,0,0,0,0,0,MODERATE,Mid Floor
420,flat,sector 70,1.6,3,5,3,Relatively New,2167.0,0,1,0,0,0,0,HIGH,Mid Floor
421,flat,sector 84,0.35,2,2,1,Relatively New,528.0,0,0,0,0,0,0,LOW,Mid Floor
422,flat,sector 109,2.95,4,5,3+,Relatively New,2851.0,0,1,0,0,0,0,MODERATE,Mid Floor
423,house,sector 31,4.6,2,2,2,Moderately Old,1426.0,0,0,0,0,0,0,LOW,Low Floor
424,house,sector 109,6.25,4,4,3+,Relatively New,5400.0,0,1,0,0,0,0,MODERATE,Low Floor
425,flat,sector 107,0.28,2,2,2,Relatively New,543.0,0,0,0,0,0,0,LOW,High Floor
426,house,sector 26,13.5,5,5,3,Old Property,4518.0,1,1,1,1,0,1,MODERATE,Low Floor
427,flat,sector 91,2.0,4,4,3+,Moderately Old,2468.0,1,1,0,1,0,0,MODERATE,High Floor
428,flat,sector 69,1.68,3,3,2,Relatively New,1510.0,0,0,0,0,0,0,HIGH,Low Floor
429,flat,sector 63,3.0,3,3,3+,Relatively New,1642.0,0,1,0,0,0,1,LOW,High Floor
430,flat,sector 69,1.28,3,3,2,Relatively New,1428.0,0,0,0,1,0,1,LOW,High Floor
431,flat,sector 90,0.65,2,2,3,Relatively New,1225.0,1,0,0,0,0,1,LOW,High Floor
432,house,sohna road,1.5,2,3,2,New Property,1053.0,1,0,0,1,0,1,MODERATE,Low Floor
433,flat,sector 37c,0.99,3,4,3,Relatively New,1660.0,0,1,0,0,0,0,LOW,Mid Floor
434,flat,sector 28,1.6,2,2,2,Relatively New,1222.0,0,0,0,0,0,0,MODERATE,Mid Floor
435,house,sector 4,0.7,3,2,1,New Property,684.0,1,0,0,0,0,0,LOW,Low Floor
436,house,sector 3,0.8,2,4,1,Moderately Old,981.0,0,0,0,0,0,0,LOW,Low Floor
437,flat,sector 33,1.4,2,2,3,Under Construction,1448.0,0,0,0,0,0,0,MODERATE,High Floor
438,flat,sector 69,1.4,3,3,1,Relatively New,1376.0,0,0,0,1,0,0,HIGH,High Floor
439,house,sector 105,0.55,2,4,0,Moderately Old,56.0,0,0,0,0,0,0,LOW,Low Floor
440,flat,sohna road,0.2,2,2,1,New Property,743.0,0,0,0,0,0,0,LOW,Mid Floor
441,flat,sector 71,0.37,1,1,2,Relatively New,425.0,0,0,0,0,0,1,LOW,Low Floor
442,flat,sector 43,8.44,4,5,3,Moderately Old,5000.0,0,1,0,0,0,2,MODERATE,Mid Floor
443,flat,sector 36,0.41,2,2,3,New Property,654.0,0,0,0,0,0,0,LOW,Mid Floor
444,house,sector 56,2.99,4,4,2,Moderately Old,1449.0,1,1,0,1,0,1,LOW,Low Floor
445,flat,sector 102,1.24,2,2,2,Relatively New,1100.0,0,0,0,0,0,0,MODERATE,Mid Floor
446,flat,sector 84,1.05,4,4,3+,New Property,1896.0,1,0,0,0,0,0,MODERATE,Mid Floor
447,flat,sector 113,1.5,2,2,2,New Property,1155.0,0,0,0,0,0,0,MODERATE,High Floor
448,house,sector 70a,0.92,2,3,3+,New Property,1319.0,0,0,0,0,1,0,HIGH,Mid Floor
449,flat,sector 65,2.3,3,4,3,Relatively New,1833.0,1,1,1,1,0,2,HIGH,Mid Floor
450,flat,sector 83,1.25,3,3,2,Relatively New,1792.0,0,1,0,0,0,0,MODERATE,Low Floor
451,flat,sector 81,1.4,3,3,3+,Relatively New,1475.0,0,0,0,0,0,0,MODERATE,Mid Floor
452,flat,sector 49,1.95,3,3,3,Old Property,1633.0,0,0,0,0,0,1,MODERATE,Low Floor
453,flat,sector 37d,1.55,4,3,3+,Relatively New,2100.0,0,0,0,0,1,1,MODERATE,High Floor
454,flat,sector 68,0.82,2,2,3+,Under Construction,1068.0,0,0,0,0,1,0,MODERATE,High Floor
455,flat,sector 61,2.04,3,3,3+,Moderately Old,1595.0,0,1,0,0,0,1,HIGH,High Floor
456,flat,sector 37d,0.45,2,3,2,Relatively New,656.0,0,0,0,0,0,0,LOW,Mid Floor
457,flat,sector 70a,1.2,3,3,3+,Relatively New,1450.0,0,0,0,0,0,2,LOW,Low Floor
458,house,sector 9,3.4,9,9,3,Moderately Old,2628.0,0,0,0,0,0,1,MODERATE,Mid Floor
459,house,sector 50,6.95,3,3,1,Moderately Old,2160.0,0,1,0,0,0,0,HIGH,Low Floor
460,flat,sector 85,1.09,2,2,3,Relatively New,1475.0,0,0,0,0,0,0,LOW,Mid Floor
461,house,sector 50,6.8,4,5,3,Old Property,2160.0,1,1,0,0,0,1,MODERATE,Mid Floor
462,house,sector 3 phase 3 extension,0.75,2,2,0,Moderately Old,130.0,0,0,0,0,0,0,LOW,Low Floor
463,house,sector 17b,7.2,4,4,2,Old Property,4494.0,0,1,1,0,0,0,LOW,Low Floor
464,flat,sector 86,1.72,3,3,1,Relatively New,1746.0,0,0,0,0,1,1,LOW,Mid Floor
465,flat,sector 66,1.51,2,2,2,Relatively New,1188.0,0,0,0,1,0,1,MODERATE,Mid Floor
466,flat,sector 3 phase 2,0.4,3,2,1,Relatively New,1000.0,0,0,0,0,0,0,LOW,Mid Floor
467,house,sector 14,6.4,6,6,3+,Old Property,3150.0,0,0,0,0,1,0,LOW,Mid Floor
468,flat,sector 85,1.11,2,2,3,Relatively New,1630.0,0,0,1,0,0,0,HIGH,Mid Floor
469,flat,sector 113,2.75,4,4,3+,New Property,2886.0,1,1,0,1,0,2,MODERATE,High Floor
470,flat,sector 79,1.12,2,2,3,Relatively New,1325.0,1,0,0,0,0,0,LOW,Mid Floor
471,flat,sector 37c,0.33,2,2,1,Relatively New,850.0,0,0,0,0,0,1,HIGH,Mid Floor
472,flat,sector 69,1.9,4,4,2,Relatively New,1743.0,0,0,1,0,0,0,HIGH,Mid Floor
473,flat,sector 33,1.4,3,3,3,Under Construction,588.0,0,0,0,0,0,0,MODERATE,Low Floor
474,flat,sector 91,1.9,4,4,3,Relatively New,2465.0,0,1,0,0,0,0,MODERATE,Mid Floor
475,flat,gwal pahari,5.9,4,4,3+,Moderately Old,5350.0,0,0,0,0,0,0,MODERATE,Low Floor
476,house,sector 81,0.75,3,2,3,Under Construction,1095.0,1,0,0,0,0,0,MODERATE,Mid Floor
477,flat,sector 90,1.17,3,3,3,Relatively New,1630.0,0,0,0,0,0,1,MODERATE,High Floor
478,flat,sector 83,1.75,3,3,3,Relatively New,1600.0,0,1,0,0,0,1,HIGH,Mid Floor
479,house,sector 56,2.95,2,2,2,Moderately Old,1449.0,0,0,0,0,0,0,LOW,Low Floor
480,flat,sector 108,0.98,2,3,3,Relatively New,978.23,1,0,0,0,0,0,MODERATE,Mid Floor
481,flat,sector 84,0.88,3,3,3,Relatively New,1652.0,0,0,0,1,0,0,MODERATE,High Floor
482,flat,sector 91,1.75,4,3,3+,Relatively New,2107.0,1,1,1,1,0,0,MODERATE,Mid Floor
483,flat,sector 37c,1.25,3,3,3,Relatively New,1563.0,1,0,0,0,0,0,LOW,Low Floor
484,flat,sector 60,2.5,2,3,2,Relatively New,1403.0,1,0,0,0,0,0,MODERATE,Mid Floor
485,flat,sector 69,3.25,4,5,3+,Relatively New,2910.0,0,0,0,1,1,0,LOW,High Floor
486,house,sector 50,11.5,5,6,0,Moderately Old,3240.0,0,0,0,0,0,0,LOW,Low Floor
487,flat,sector 102,0.97,2,2,2,New Property,747.0,0,0,0,0,0,0,MODERATE,High Floor
488,flat,sector 70a,1.25,3,3,2,Relatively New,1300.0,0,0,0,0,1,0,LOW,Low Floor
489,house,sector 105,0.65,3,2,1,Relatively New,720.0,0,0,0,1,1,0,LOW,Low Floor
490,flat,manesar,0.68,3,3,3,Moderately Old,1526.0,0,0,0,0,0,0,LOW,Low Floor
491,flat,sector 107,0.35,2,2,2,Relatively New,608.0,0,0,0,0,0,0,LOW,Mid Floor
492,house,sector 4,0.55,2,1,1,Moderately Old,75.0,0,0,0,0,0,0,LOW,Low Floor
493,flat,sector 85,2.0,4,5,3+,Relatively New,2545.0,0,1,1,0,0,0,MODERATE,Low Floor
494,house,sector 43,27.5,6,7,3+,Relatively New,11286.0,1,1,0,1,1,1,LOW,Mid Floor
495,flat,sector 88a,1.3,3,3,3+,Relatively New,1990.0,0,0,0,0,0,0,MODERATE,Mid Floor
496,flat,sector 85,1.05,2,2,3,Relatively New,1484.0,0,0,0,0,0,0,LOW,High Floor
497,house,sector 41,7.25,9,8,3,Old Property,2475.0,0,1,0,0,0,1,MODERATE,Mid Floor
498,flat,sector 106,1.15,3,3,3,Relatively New,1650.0,0,1,0,1,0,1,HIGH,High Floor
499,flat,sector 77,0.75,2,2,2,Relatively New,1140.0,0,0,1,0,0,1,MODERATE,Mid Floor
500,flat,sector 37d,1.2,3,2,1,Under Construction,1900.0,0,1,0,0,1,0,MODERATE,Mid Floor
501,flat,sohna road,1.2,3,3,0,Relatively New,1780.0,0,0,0,0,0,0,MODERATE,High Floor
502,flat,sector 65,1.42,2,2,2,Relatively New,1010.0,1,0,0,0,0,1,HIGH,Mid Floor
503,house,sector 48,4.75,7,7,3,Moderately Old,2340.0,1,0,0,0,0,1,LOW,Low Floor
504,flat,sector 69,0.9,3,2,3+,Relatively New,1326.0,0,0,0,0,0,1,MODERATE,Low Floor
505,flat,sector 109,1.4,3,3,3+,Relatively New,1466.0,0,0,1,0,0,0,MODERATE,Mid Floor
506,flat,sector 109,1.75,3,4,3+,Relatively New,1946.0,0,1,0,0,0,0,MODERATE,Mid Floor
507,house,sector 25,9.9,5,5,2,Moderately Old,3375.0,0,0,0,1,0,1,MODERATE,Low Floor
508,flat,sector 106,0.88,2,2,3+,Relatively New,1120.0,0,0,0,0,0,0,LOW,Mid Floor
